{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
99;7.44E-05;0.000114155;0;2.38E-06;0.000114155;0;0.017;0;0.892586996;0.93931734;0;0;0.0001
100;7.27E-05;0.000114155;0;8.30E-06;0.000114155;0;0.021;0;0.892586996;0.93931734;0;0;0.0001
101;7.41E-05;0.000114155;0;2.49E-05;0.000114155;0;0.012;0;0.892586996;0.93931734;0;0;0.0001
102;7.84E-05;0.000114155;0;6.93E-05;0.000114155;0;0.009;0;0.892586996;0.93931734;0;0;0.0001
103;8.50E-05;0.000114155;0;0.000143;0.000114155;0;0.006;0;0.892586996;0.93931734;0;0;0.0001
104;9.90E-05;0.000114155;0;0.00019;0.000114155;0;0.001;0;0.892586996;0.93931734;0;0;0.0001
105;0.000111019;0.000114155;0;0.000168;0.000114155;0;0.001;0;0.892586996;0.93931734;0;0;0.0001
106;0.000119243;0.000114155;0;0.000165;0.000114155;0.00131;0.008;0;0.892586996;0.93931734;0;0;0.0001
107;0.000122648;0.000114155;0;0.000179;0.000114155;0.26677;0.024;0;0.892586996;0.93931734;0;0.198719356;0.0001
108;0.000126512;0.000114155;0;0.000196;0.000114155;0.40405;0.049;0;0.892586996;0.93931734;0;0.301943869;0.0001
109;0.000122072;0.000114155;0;0.000195;0.000114155;0.55655;0.086;0;0.892586996;0.93931734;0;0.471118703;0.0001
110;0.000121507;0.000114155;0;0.000185;0.000114155;0.52548;0.103;0;0.892586996;0.93931734;0;0.406599803;0.0001
111;0.000124119;0.000114155;0;0.000199;0.000114155;0.47016;0.101;0;0.892586996;0.93931734;0;0.305293394;0.0001
112;0.000124789;0.000114155;0;0.000216;0.000114155;0.35934;0.095;0;0.892586996;0.93931734;0;0.13448674;0.0001
113;0.000123154;0.000114155;0;0.000224;0.000114155;0.32993;0.092;0;0.892586996;0.93931734;0;0.075311811;0.0001
